TEsubFam,X1,X2,TEFam,class,fam,count,age1.curated,is.age.curated,Hmark,mean_odds,combo_fisher,mean_combo
Harlequin-int,-2.40386183801561,2.5595316795459,LTR/ERV1,LTR,ERV1,95,30,No,H3K27me3,5.02704754301381,1,0.0615202418465011
Harlequin-int,-2.40386183801561,2.5595316795459,LTR/ERV1,LTR,ERV1,95,30,No,H3K36me3,2.4738833667871,1,-4.22649437306815
Harlequin-int,-2.40386183801561,2.5595316795459,LTR/ERV1,LTR,ERV1,95,30,No,H3K4me1,1.06658859141041,1,-5.26238413633062
Harlequin-int,-2.40386183801561,2.5595316795459,LTR/ERV1,LTR,ERV1,95,30,No,H3K4me3,1.1125449272305,1,-0.763717618337682
Harlequin-int,-2.40386183801561,2.5595316795459,LTR/ERV1,LTR,ERV1,95,30,No,H3K9me3,12.0641289065231,0,5.79627899595072
hAT-1_Mam,4.08376473453257,-0.997596077625464,DNA/hAT-Tag1,DNA,hAT-Tag1,1468,180,Theria,H3K27ac,1.00372187926838,4.31145040857499e-71,-0.0596180561755766
hAT-1_Mam,4.08376473453257,-0.997596077625464,DNA/hAT-Tag1,DNA,hAT-Tag1,1468,180,Theria,H3K27me3,1.11597372625786,1,-0.986691122950988
hAT-1_Mam,4.08376473453257,-0.997596077625464,DNA/hAT-Tag1,DNA,hAT-Tag1,1468,180,Theria,H3K36me3,1.14270192305411,0.608465328911761,-0.956641218871415
hAT-1_Mam,4.08376473453257,-0.997596077625464,DNA/hAT-Tag1,DNA,hAT-Tag1,1468,180,Theria,H3K4me1,1.27067609976801,8.45170176166104e-162,0.58991069413603
hAT-1_Mam,4.08376473453257,-0.997596077625464,DNA/hAT-Tag1,DNA,hAT-Tag1,1468,180,Theria,H3K4me3,0.436618979820671,1,-5.27796590400468
hAT-1_Mam,4.08376473453257,-0.997596077625464,DNA/hAT-Tag1,DNA,hAT-Tag1,1468,180,Theria,H3K9me3,1.56245665262191,1,-4.64364605131818
hAT-16_Crp,-1.25892515009839,3.16711976049966,DNA/hAT-Charlie,DNA,hAT-Charlie,20,,,H3K27ac,2.6346010873231,1,0.205976156903161
hAT-16_Crp,-1.25892515009839,3.16711976049966,DNA/hAT-Charlie,DNA,hAT-Charlie,20,,,H3K27me3,48.1827913547098,0.0100155978086648,1.73689033501908
hAT-16_Crp,-1.25892515009839,3.16711976049966,DNA/hAT-Charlie,DNA,hAT-Charlie,20,,,H3K36me3,25.2438157861295,1,0.0848424420852219
hAT-16_Crp,-1.25892515009839,3.16711976049966,DNA/hAT-Charlie,DNA,hAT-Charlie,20,,,H3K4me1,10.0920708007309,1,0.364233698734268
hAT-16_Crp,-1.25892515009839,3.16711976049966,DNA/hAT-Charlie,DNA,hAT-Charlie,20,,,H3K4me3,3.9759123988389,1,0.062685375945667
hAT-16_Crp,-1.25892515009839,3.16711976049966,DNA/hAT-Charlie,DNA,hAT-Charlie,20,,,H3K9me3,66.3844152668378,1,0.00696650391327104
hAT-4b_Ther,1.21206329776403,1.7901089571783,DNA/hAT-Tip100,DNA,hAT-Tip100,228,180,Theria,H3K27ac,0.860843164994084,1,-0.617686983067713
hAT-4b_Ther,1.21206329776403,1.7901089571783,DNA/hAT-Tip100,DNA,hAT-Tip100,228,180,Theria,H3K27me3,4.30667224914539,1,0.0237617841079503
hAT-4b_Ther,1.21206329776403,1.7901089571783,DNA/hAT-Tip100,DNA,hAT-Tip100,228,180,Theria,H3K36me3,2.43634359372824,1,-0.527125222427116
hAT-4b_Ther,1.21206329776403,1.7901089571783,DNA/hAT-Tip100,DNA,hAT-Tip100,228,180,Theria,H3K4me1,1.41803858253593,1,-0.524099929122627
hAT-4b_Ther,1.21206329776403,1.7901089571783,DNA/hAT-Tip100,DNA,hAT-Tip100,228,180,Theria,H3K4me3,0.457042367684249,1,-1.47795578530415
hAT-4b_Ther,1.21206329776403,1.7901089571783,DNA/hAT-Tip100,DNA,hAT-Tip100,228,180,Theria,H3K9me3,5.35290201099414,1,-1.04915795781115
hAT-5_Mam,2.24655118807744,1.78192226475373,DNA/hAT-Tag1,DNA,hAT-Tag1,904,230,Mammalia,H3K27ac,0.778079639658295,1,-1.32590977066459
hAT-5_Mam,2.24655118807744,1.78192226475373,DNA/hAT-Tag1,DNA,hAT-Tag1,904,230,Mammalia,H3K27me3,1.70004136884712,0.999544862064931,-0.57705816619439
hAT-5_Mam,2.24655118807744,1.78192226475373,DNA/hAT-Tag1,DNA,hAT-Tag1,904,230,Mammalia,H3K36me3,1.13756135622693,0.999999999243296,-1.93531276561476
hAT-5_Mam,2.24655118807744,1.78192226475373,DNA/hAT-Tag1,DNA,hAT-Tag1,904,230,Mammalia,H3K4me1,1.3287477886573,2.42433077093067e-229,0.645693921947792
hAT-5_Mam,2.24655118807744,1.78192226475373,DNA/hAT-Tag1,DNA,hAT-Tag1,904,230,Mammalia,H3K4me3,0.478275827093567,1,-2.55612621323771
hAT-5_Mam,2.24655118807744,1.78192226475373,DNA/hAT-Tag1,DNA,hAT-Tag1,904,230,Mammalia,H3K9me3,1.52607661974103,1,-5.63855716356341
hAT-N1_Mam,1.10814099705258,1.80635761403813,DNA/hAT-Tip100?,DNA,hAT-Tip100?,239,105,Eutheria,H3K27ac,0.767756049629894,1,-0.461246007693363
hAT-N1_Mam,1.10814099705258,1.80635761403813,DNA/hAT-Tip100?,DNA,hAT-Tip100?,239,105,Eutheria,H3K27me3,4.230199837433,1,-0.0390615152145343
hAT-N1_Mam,1.10814099705258,1.80635761403813,DNA/hAT-Tip100?,DNA,hAT-Tip100?,239,105,Eutheria,H3K36me3,2.41117986363643,1,-0.729744954521626
hAT-N1_Mam,1.10814099705258,1.80635761403813,DNA/hAT-Tip100?,DNA,hAT-Tip100?,239,105,Eutheria,H3K4me1,1.58594141550903,1,-0.0337636514258818
hAT-N1_Mam,1.10814099705258,1.80635761403813,DNA/hAT-Tip100?,DNA,hAT-Tip100?,239,105,Eutheria,H3K4me3,0.401427498575281,1,-1.58496343890422
hAT-N1_Mam,1.10814099705258,1.80635761403813,DNA/hAT-Tip100?,DNA,hAT-Tip100?,239,105,Eutheria,H3K9me3,5.6632895990525,1,-0.674260133027754
hAT-N1a_Mam,1.98020191032884,1.74833084576074,DNA/hAT-Tip100,DNA,hAT-Tip100,461,105,Eutheria,H3K27ac,1.04824688042243,0.999423175959619,-0.0757941379662619
hAT-N1a_Mam,1.98020191032884,1.74833084576074,DNA/hAT-Tip100,DNA,hAT-Tip100,461,105,Eutheria,H3K27me3,2.43609464651039,1,-0.264477803747629
hAT-N1a_Mam,1.98020191032884,1.74833084576074,DNA/hAT-Tip100,DNA,hAT-Tip100,461,105,Eutheria,H3K36me3,1.69444506439547,1,-0.34200190881534
hAT-N1a_Mam,1.98020191032884,1.74833084576074,DNA/hAT-Tip100,DNA,hAT-Tip100,461,105,Eutheria,H3K4me1,1.58450636927894,1.35358234508583e-15,0.310437844333119
hAT-N1a_Mam,1.98020191032884,1.74833084576074,DNA/hAT-Tip100,DNA,hAT-Tip100,461,105,Eutheria,H3K4me3,0.422598668336012,1,-2.08530637384697
hAT-N1a_Mam,1.98020191032884,1.74833084576074,DNA/hAT-Tip100,DNA,hAT-Tip100,461,105,Eutheria,H3K9me3,2.94750269845755,1,-2.64970714511578
Helitron1Na_Mam,1.77305538109105,0.0198571887494059,RC/Helitron,RC,Helitron,326,105,Eutheria,H3K27ac,0.433452845942865,1,-3.33796286039605
Helitron1Na_Mam,1.77305538109105,0.0198571887494059,RC/Helitron,RC,Helitron,326,105,Eutheria,H3K27me3,2.81741042057229,1,-0.409719804498327
Helitron1Na_Mam,1.77305538109105,0.0198571887494059,RC/Helitron,RC,Helitron,326,105,Eutheria,H3K36me3,1.68964768833586,1,-1.35284007233802
Helitron1Na_Mam,1.77305538109105,0.0198571887494059,RC/Helitron,RC,Helitron,326,105,Eutheria,H3K4me1,0.924031261910626,1,-1.72508067154587
Helitron1Na_Mam,1.77305538109105,0.0198571887494059,RC/Helitron,RC,Helitron,326,105,Eutheria,H3K4me3,0.290721514955101,1,-3.40863535159004
Helitron1Na_Mam,1.77305538109105,0.0198571887494059,RC/Helitron,RC,Helitron,326,105,Eutheria,H3K9me3,3.65351731610043,1,-1.2165255169353
Helitron1Nb_Mam,0.452348895811532,0.567037809961677,RC/Helitron,RC,Helitron,359,105,Eutheria,H3K27ac,0.495244418290093,1,-2.29526272890919
Helitron1Nb_Mam,0.452348895811532,0.567037809961677,RC/Helitron,RC,Helitron,359,105,Eutheria,H3K27me3,2.63099957214615,1,-0.743955709534525
Helitron1Nb_Mam,0.452348895811532,0.567037809961677,RC/Helitron,RC,Helitron,359,105,Eutheria,H3K36me3,1.55061536821785,1,-4.68339878942341
Helitron1Nb_Mam,0.452348895811532,0.567037809961677,RC/Helitron,RC,Helitron,359,105,Eutheria,H3K4me1,0.913204200563809,1,-1.7173130510127
Helitron1Nb_Mam,0.452348895811532,0.567037809961677,RC/Helitron,RC,Helitron,359,105,Eutheria,H3K4me3,0.416930677988342,1,-1.70394011655325
Helitron1Nb_Mam,0.452348895811532,0.567037809961677,RC/Helitron,RC,Helitron,359,105,Eutheria,H3K9me3,3.58871263432907,1,-0.77186921721576
Helitron2Na_Mam,2.28758662835134,0.594103818906503,RC?/Helitron?,RC,Helitron?,435,180,Theria,H3K27ac,0.791230816947973,1,-0.549550703927422
Helitron2Na_Mam,2.28758662835134,0.594103818906503,RC?/Helitron?,RC,Helitron?,435,180,Theria,H3K27me3,2.61976498054251,1,-1.10235220734096
Helitron2Na_Mam,2.28758662835134,0.594103818906503,RC?/Helitron?,RC,Helitron?,435,180,Theria,H3K36me3,2.29506968888798,6.96776682449235e-22,0.448528147298866
Helitron2Na_Mam,2.28758662835134,0.594103818906503,RC?/Helitron?,RC,Helitron?,435,180,Theria,H3K4me1,1.16242075772268,1,-0.719898345575607
Helitron2Na_Mam,2.28758662835134,0.594103818906503,RC?/Helitron?,RC,Helitron?,435,180,Theria,H3K4me3,0.238035962579287,1,-4.86473272297921
Helitron2Na_Mam,2.28758662835134,0.594103818906503,RC?/Helitron?,RC,Helitron?,435,180,Theria,H3K9me3,3.12835593891128,1,-1.88804674211665
Helitron3Na_Mam,2.91914955686813,-1.37433183337636,RC/Helitron,RC,Helitron,1111,105,Eutheria,H3K27ac,0.568677864332517,1,-2.94164588591437
Helitron3Na_Mam,2.91914955686813,-1.37433183337636,RC/Helitron,RC,Helitron,1111,105,Eutheria,H3K27me3,1.21728754349794,1,-2.05138790031996
Helitron3Na_Mam,2.91914955686813,-1.37433183337636,RC/Helitron,RC,Helitron,1111,105,Eutheria,H3K36me3,1.28209740087687,1,-0.0630312398878311
Helitron3Na_Mam,2.91914955686813,-1.37433183337636,RC/Helitron,RC,Helitron,1111,105,Eutheria,H3K4me1,0.929305293433303,1,-0.939730196910934
Helitron3Na_Mam,2.91914955686813,-1.37433183337636,RC/Helitron,RC,Helitron,1111,105,Eutheria,H3K4me3,0.188431654538134,1,-12.2808698642144
Helitron3Na_Mam,2.91914955686813,-1.37433183337636,RC/Helitron,RC,Helitron,1111,105,Eutheria,H3K9me3,1.49207122098393,1,-2.52349454337481
HERV-Fc1-int,-2.35723702766087,2.71295498815006,LTR/ERV1,LTR,ERV1,1,8,No,H3K27ac,3.2974291507925,1,0
HERV-Fc1-int,-2.35723702766087,2.71295498815006,LTR/ERV1,LTR,ERV1,1,8,No,H3K27me3,41.1561889706656,1,0.00665384129488827
HERV-Fc1-int,-2.35723702766087,2.71295498815006,LTR/ERV1,LTR,ERV1,1,8,No,H3K36me3,21.4309371756296,1,0.0075934803195177
HERV-Fc1-int,-2.35723702766087,2.71295498815006,LTR/ERV1,LTR,ERV1,1,8,No,H3K4me1,7.91021421250874,1,-0.00155215179414299
HERV-Fc1-int,-2.35723702766087,2.71295498815006,LTR/ERV1,LTR,ERV1,1,8,No,H3K4me3,7.86054955052914,1,0.0754364777139069
HERV-Fc1-int,-2.35723702766087,2.71295498815006,LTR/ERV1,LTR,ERV1,1,8,No,H3K9me3,62.5968285622684,1,1.07070653513036
HERV-Fc1_LTR2,-1.5965302540953,2.4339914621779,LTR/ERV1,LTR,ERV1,3,9,No,H3K27ac,17.8724305176502,1,0.469529843828374
HERV-Fc1_LTR2,-1.5965302540953,2.4339914621779,LTR/ERV1,LTR,ERV1,3,9,No,H3K27me3,279.52802004333,1,0.0763936438813266
HERV-Fc1_LTR2,-1.5965302540953,2.4339914621779,LTR/ERV1,LTR,ERV1,3,9,No,H3K36me3,153.571783424915,1,0.0838804508535076
HERV-Fc1_LTR2,-1.5965302540953,2.4339914621779,LTR/ERV1,LTR,ERV1,3,9,No,H3K4me1,56.606771005694,1,0.0284429314786813
HERV-Fc1_LTR2,-1.5965302540953,2.4339914621779,LTR/ERV1,LTR,ERV1,3,9,No,H3K4me3,39.0192859952165,1,1.1522179198316
HERV-Fc1_LTR2,-1.5965302540953,2.4339914621779,LTR/ERV1,LTR,ERV1,3,9,No,H3K9me3,423.647652266232,1,1.62273378672283
HERV-Fc1_LTR3,-1.78358264025071,1.78080338280336,LTR/ERV1,LTR,ERV1,3,11,No,H3K27ac,19.3596900185375,0.0513971529582854,2.3374972448139
HERV-Fc1_LTR3,-1.78358264025071,1.78080338280336,LTR/ERV1,LTR,ERV1,3,11,No,H3K27me3,177.249777806749,1,0.0368763142335697
HERV-Fc1_LTR3,-1.78358264025071,1.78080338280336,LTR/ERV1,LTR,ERV1,3,11,No,H3K36me3,96.4372835112522,1,0.016906666432738
HERV-Fc1_LTR3,-1.78358264025071,1.78080338280336,LTR/ERV1,LTR,ERV1,3,11,No,H3K4me1,36.8821293400453,1,0.280966451183731
HERV-Fc1_LTR3,-1.78358264025071,1.78080338280336,LTR/ERV1,LTR,ERV1,3,11,No,H3K4me3,43.056489792204,2.68662534242537e-37,4.78726357690926
HERV-Fc1_LTR3,-1.78358264025071,1.78080338280336,LTR/ERV1,LTR,ERV1,3,11,No,H3K9me3,299.218805520441,1.17492825198248e-33,6.09493670724821
HERV1_I-int,-2.17905594770842,2.81819531438939,LTR/ERV1,LTR,ERV1,9,71.5,No,H3K27ac,3.19869823530644,1,0.54703153423181
HERV1_I-int,-2.17905594770842,2.81819531438939,LTR/ERV1,LTR,ERV1,9,71.5,No,H3K27me3,21.8872117427161,1,0.600365287285309
HERV1_I-int,-2.17905594770842,2.81819531438939,LTR/ERV1,LTR,ERV1,9,71.5,No,H3K36me3,10.6255049403559,1,-0.280797211944864
HERV1_I-int,-2.17905594770842,2.81819531438939,LTR/ERV1,LTR,ERV1,9,71.5,No,H3K4me1,6.60401703882426,0.999974398163301,1.1063092979009
HERV1_I-int,-2.17905594770842,2.81819531438939,LTR/ERV1,LTR,ERV1,9,71.5,No,H3K4me3,4.42147917473916,1,0.229425952161964
HERV1_I-int,-2.17905594770842,2.81819531438939,LTR/ERV1,LTR,ERV1,9,71.5,No,H3K9me3,38.6277151884561,0.439792612503964,2.1239056527373
HERV1_LTRc,-1.57481935623536,2.5100470187169,LTR/ERV1,LTR,ERV1,19,20,No,H3K27ac,2.67278867262055,1,0.631112564416837
HERV1_LTRc,-1.57481935623536,2.5100470187169,LTR/ERV1,LTR,ERV1,19,20,No,H3K27me3,35.2821993667807,1,0.489794952387245
HERV1_LTRc,-1.57481935623536,2.5100470187169,LTR/ERV1,LTR,ERV1,19,20,No,H3K36me3,18.7746270993923,1,0.0154514415024406
HERV1_LTRc,-1.57481935623536,2.5100470187169,LTR/ERV1,LTR,ERV1,19,20,No,H3K4me1,7.79671419669361,1,0.496420373096848
HERV1_LTRc,-1.57481935623536,2.5100470187169,LTR/ERV1,LTR,ERV1,19,20,No,H3K4me3,3.71608215178805,1,0.0420762225043322
HERV1_LTRc,-1.57481935623536,2.5100470187169,LTR/ERV1,LTR,ERV1,19,20,No,H3K9me3,51.2487774340499,1,0.287086941369157
HERV1_LTRe,-2.44985853960545,3.03958867570186,LTR/ERV1,LTR,ERV1,22,97.5,No,H3K27ac,8.11245030153585,1,0.618023366232896
HERV1_LTRe,-2.44985853960545,3.03958867570186,LTR/ERV1,LTR,ERV1,22,97.5,No,H3K27me3,111.628209357996,1,0.0388914978244337
HERV1_LTRe,-2.44985853960545,3.03958867570186,LTR/ERV1,LTR,ERV1,22,97.5,No,H3K36me3,61.2520831415245,1,0.0961557354390288
HERV1_LTRe,-2.44985853960545,3.03958867570186,LTR/ERV1,LTR,ERV1,22,97.5,No,H3K4me1,23.3534882474417,1,0.305898138571458
HERV1_LTRe,-2.44985853960545,3.03958867570186,LTR/ERV1,LTR,ERV1,22,97.5,No,H3K4me3,12.4410943469012,1,0.240759049805258
HERV1_LTRe,-2.44985853960545,3.03958867570186,LTR/ERV1,LTR,ERV1,22,97.5,No,H3K9me3,202.137007367113,4.36600961229665e-37,5.15403255683255
HERV15-int,-2.00445254595231,2.78004298449717,LTR/ERV1,LTR,ERV1,11,51,No,H3K27ac,15.8189529663793,1.17121156904323e-87,4.91750875927496
HERV15-int,-2.00445254595231,2.78004298449717,LTR/ERV1,LTR,ERV1,11,51,No,H3K27me3,34.4165704939246,1,-0.000209804775403569
HERV15-int,-2.00445254595231,2.78004298449717,LTR/ERV1,LTR,ERV1,11,51,No,H3K36me3,19.6420344550004,1,0.457593358993238
HERV15-int,-2.00445254595231,2.78004298449717,LTR/ERV1,LTR,ERV1,11,51,No,H3K4me1,18.6807202859355,6.35115103568506e-67,4.92432603673562
HERV15-int,-2.00445254595231,2.78004298449717,LTR/ERV1,LTR,ERV1,11,51,No,H3K4me3,20.303251016177,1.12897955446178e-82,4.96876472923198
HERV15-int,-2.00445254595231,2.78004298449717,LTR/ERV1,LTR,ERV1,11,51,No,H3K9me3,62.5627826937188,7.35015762281888e-07,2.86867434589328
HERV16-int,1.15271976986656,-3.41184526246266,LTR/ERVL,LTR,ERVL,1091,170,No,H3K27ac,2.50794247021571,1,-16.2141627060072
HERV16-int,1.15271976986656,-3.41184526246266,LTR/ERVL,LTR,ERVL,1091,170,No,H3K27me3,38.0234463353101,1,0.105700219701101
HERV16-int,1.15271976986656,-3.41184526246266,LTR/ERVL,LTR,ERVL,1091,170,No,H3K36me3,19.3481883399984,1,-20.4852902324556
HERV16-int,1.15271976986656,-3.41184526246266,LTR/ERVL,LTR,ERVL,1091,170,No,H3K4me1,7.49478505596665,1,-11.1454077202277
HERV16-int,1.15271976986656,-3.41184526246266,LTR/ERVL,LTR,ERVL,1091,170,No,H3K4me3,4.78537644445815,1,-18.7806718731084
HERV16-int,1.15271976986656,-3.41184526246266,LTR/ERVL,LTR,ERVL,1091,170,No,H3K9me3,53.3029289119039,0.99768570210285,0.240260682289123
HERV17-int,-2.17227547392472,2.53422954794558,LTR/ERV1,LTR,ERV1,93,22,No,H3K27ac,2.29593958167467,4.24234487165904e-16,-0.380137416805977
HERV17-int,-2.17227547392472,2.53422954794558,LTR/ERV1,LTR,ERV1,93,22,No,H3K27me3,20.803784940037,1,-0.739632197043765
HERV17-int,-2.17227547392472,2.53422954794558,LTR/ERV1,LTR,ERV1,93,22,No,H3K36me3,11.6118905565577,1,-1.07290847528184
HERV17-int,-2.17227547392472,2.53422954794558,LTR/ERV1,LTR,ERV1,93,22,No,H3K4me1,5.39405984211954,1,-2.18844692569321
HERV17-int,-2.17227547392472,2.53422954794558,LTR/ERV1,LTR,ERV1,93,22,No,H3K4me3,2.47021512009264,1,-0.650849308041631
HERV17-int,-2.17227547392472,2.53422954794558,LTR/ERV1,LTR,ERV1,93,22,No,H3K9me3,31.9082033179906,1.84953016712926e-38,1.27756388580378
HERV3-int,-2.60413297800275,3.15716088258881,LTR/ERV1,LTR,ERV1,78,103,No,H3K27ac,4.80078083630529,3.424076373384e-235,2.88037101898476
HERV3-int,-2.60413297800275,3.15716088258881,LTR/ERV1,LTR,ERV1,78,103,No,H3K27me3,13.1468817822281,1,0.168716663547389
HERV3-int,-2.60413297800275,3.15716088258881,LTR/ERV1,LTR,ERV1,78,103,No,H3K36me3,13.4421149211799,0,4.91400278750708
HERV3-int,-2.60413297800275,3.15716088258881,LTR/ERV1,LTR,ERV1,78,103,No,H3K4me1,5.55859958968002,5.14164370012817e-75,2.12208649424236
HERV3-int,-2.60413297800275,3.15716088258881,LTR/ERV1,LTR,ERV1,78,103,No,H3K4me3,5.66192620782906,1.82998720999998e-108,2.45612669845332
HERV3-int,-2.60413297800275,3.15716088258881,LTR/ERV1,LTR,ERV1,78,103,No,H3K9me3,54.9137450349914,0,18.478386903987
HERV30-int,-2.09783905011592,2.85328706594083,LTR/ERV1,LTR,ERV1,14,40,No,H3K27ac,2.81608282847511,1,0.282846570093008
HERV30-int,-2.09783905011592,2.85328706594083,LTR/ERV1,LTR,ERV1,14,40,No,H3K27me3,27.2675468631878,1,0.0525712753265001
HERV30-int,-2.09783905011592,2.85328706594083,LTR/ERV1,LTR,ERV1,14,40,No,H3K36me3,15.9690008693764,0.999999999999996,0.640955646364809
HERV30-int,-2.09783905011592,2.85328706594083,LTR/ERV1,LTR,ERV1,14,40,No,H3K4me1,8.7682063674318,0.944592287935901,1.40464872524854
HERV30-int,-2.09783905011592,2.85328706594083,LTR/ERV1,LTR,ERV1,14,40,No,H3K4me3,4.72560615030116,1,0.0306607277813542
HERV30-int,-2.09783905011592,2.85328706594083,LTR/ERV1,LTR,ERV1,14,40,No,H3K9me3,41.3565902951214,1,0.841541091488793
HERV35I-int,-2.1817021999061,0.12846065246383,LTR/ERV1,LTR,ERV1,363,91,No,H3K27ac,1.74974753183455,1,-0.0691402215613989
HERV35I-int,-2.1817021999061,0.12846065246383,LTR/ERV1,LTR,ERV1,363,91,No,H3K27me3,22.6742628334829,1,0.191456008546242
HERV35I-int,-2.1817021999061,0.12846065246383,LTR/ERV1,LTR,ERV1,363,91,No,H3K36me3,12.7102179247209,1,0.245119197471504
HERV35I-int,-2.1817021999061,0.12846065246383,LTR/ERV1,LTR,ERV1,363,91,No,H3K4me1,4.88300689576252,1,0.0190626434594875
HERV35I-int,-2.1817021999061,0.12846065246383,LTR/ERV1,LTR,ERV1,363,91,No,H3K4me3,3.37942205502011,1,0.0462087406316343
HERV35I-int,-2.1817021999061,0.12846065246383,LTR/ERV1,LTR,ERV1,363,91,No,H3K9me3,44.9721579748654,0,7.46731303823793
HERV4_I-int,-2.11765598242447,0.0620068248249996,LTR/ERV1,LTR,ERV1,158,82,No,H3K27ac,2.95381764970916,1,0.0336327702223778
HERV4_I-int,-2.11765598242447,0.0620068248249996,LTR/ERV1,LTR,ERV1,158,82,No,H3K27me3,35.3801429829182,1,0.278977613078141
HERV4_I-int,-2.11765598242447,0.0620068248249996,LTR/ERV1,LTR,ERV1,158,82,No,H3K36me3,20.0799694074226,1,0.530247194594643
HERV4_I-int,-2.11765598242447,0.0620068248249996,LTR/ERV1,LTR,ERV1,158,82,No,H3K4me1,7.53587748209592,1,-0.132295943626804
HERV4_I-int,-2.11765598242447,0.0620068248249996,LTR/ERV1,LTR,ERV1,158,82,No,H3K4me3,5.51169152356155,1,0.180719606597944
HERV4_I-int,-2.11765598242447,0.0620068248249996,LTR/ERV1,LTR,ERV1,158,82,No,H3K9me3,62.045020231039,0,5.39937095671842
HERV9-int,-2.22695598722645,2.64962065389413,LTR/ERV1,LTR,ERV1,55,29,No,H3K27ac,0.533292344195383,1,-3.70394338127618
HERV9-int,-2.22695598722645,2.64962065389413,LTR/ERV1,LTR,ERV1,55,29,No,H3K27me3,4.25717870678504,1,-1.00355326216568
HERV9-int,-2.22695598722645,2.64962065389413,LTR/ERV1,LTR,ERV1,55,29,No,H3K36me3,2.17939772933926,1,-5.96333701708507
HERV9-int,-2.22695598722645,2.64962065389413,LTR/ERV1,LTR,ERV1,55,29,No,H3K4me1,1.06892283925016,1,-4.88018132513824
HERV9-int,-2.22695598722645,2.64962065389413,LTR/ERV1,LTR,ERV1,55,29,No,H3K4me3,0.831055835486929,1,-1.01835703555032
HERV9-int,-2.22695598722645,2.64962065389413,LTR/ERV1,LTR,ERV1,55,29,No,H3K9me3,11.4210330289148,0,10.1608711420022
HERV9N-int,-2.05440376004941,2.82551008760705,LTR/ERV1,LTR,ERV1,52,28,No,H3K27ac,1.12461292001212,1,-0.756122415095031
HERV9N-int,-2.05440376004941,2.82551008760705,LTR/ERV1,LTR,ERV1,52,28,No,H3K27me3,9.99215754924375,1,-0.180648652380437
HERV9N-int,-2.05440376004941,2.82551008760705,LTR/ERV1,LTR,ERV1,52,28,No,H3K36me3,5.68095269759872,1,-0.219337795689917
HERV9N-int,-2.05440376004941,2.82551008760705,LTR/ERV1,LTR,ERV1,52,28,No,H3K4me1,2.31686104271413,1,-0.838811706952745
HERV9N-int,-2.05440376004941,2.82551008760705,LTR/ERV1,LTR,ERV1,52,28,No,H3K4me3,1.75088785588763,1,-0.143164566639296
HERV9N-int,-2.05440376004941,2.82551008760705,LTR/ERV1,LTR,ERV1,52,28,No,H3K9me3,22.5981902608868,0,9.122790426432
HERV9NC-int,-3.07683906151558,2.75656646706386,LTR/ERV1,LTR,ERV1,74,27,No,H3K27ac,0.724670581611743,1,-3.60648902578089
HERV9NC-int,-3.07683906151558,2.75656646706386,LTR/ERV1,LTR,ERV1,74,27,No,H3K27me3,6.0447796431374,1,0.15132935307945
HERV9NC-int,-3.07683906151558,2.75656646706386,LTR/ERV1,LTR,ERV1,74,27,No,H3K36me3,3.23144495197172,1,-1.70889380374673
HERV9NC-int,-3.07683906151558,2.75656646706386,LTR/ERV1,LTR,ERV1,74,27,No,H3K4me1,1.34344592032223,1,-4.64210771099763
HERV9NC-int,-3.07683906151558,2.75656646706386,LTR/ERV1,LTR,ERV1,74,27,No,H3K4me3,0.985063409178869,1,-1.17897579527974
HERV9NC-int,-3.07683906151558,2.75656646706386,LTR/ERV1,LTR,ERV1,74,27,No,H3K9me3,10.534847239155,0,5.89246480388774
HERVE-int,-3.95338843151728,2.01860104558064,LTR/ERV1,LTR,ERV1,114,51,No,H3K27ac,3.05971685680005,5.12043115322186e-184,1.81378480600046
HERVE-int,-3.95338843151728,2.01860104558064,LTR/ERV1,LTR,ERV1,114,51,No,H3K27me3,9.87342077082205,1,0.755023675301232
HERVE-int,-3.95338843151728,2.01860104558064,LTR/ERV1,LTR,ERV1,114,51,No,H3K36me3,5.49124492130534,1,-0.455527808488374
HERVE-int,-3.95338843151728,2.01860104558064,LTR/ERV1,LTR,ERV1,114,51,No,H3K4me1,3.42491203314167,6.46805811180014e-53,1.04228698604385
HERVE-int,-3.95338843151728,2.01860104558064,LTR/ERV1,LTR,ERV1,114,51,No,H3K4me3,3.93265351655694,6.17280132801278e-45,1.73170224364091
HERVE-int,-3.95338843151728,2.01860104558064,LTR/ERV1,LTR,ERV1,114,51,No,H3K9me3,19.4511160674571,0,3.67122831190202
HERVE_a-int,-2.25211743295085,2.6287956030338,LTR/ERV1,LTR,ERV1,24,40.5,No,H3K27ac,1.16580839505934,1,-0.298229650403361
HERVE_a-int,-2.25211743295085,2.6287956030338,LTR/ERV1,LTR,ERV1,24,40.5,No,H3K27me3,10.0524537272324,1,0.579807305733784
HERVE_a-int,-2.25211743295085,2.6287956030338,LTR/ERV1,LTR,ERV1,24,40.5,No,H3K36me3,6.01768925595209,1,-0.546729555812641
HERVE_a-int,-2.25211743295085,2.6287956030338,LTR/ERV1,LTR,ERV1,24,40.5,No,H3K4me1,2.04662468366503,1,-1.09013074875761
HERVE_a-int,-2.25211743295085,2.6287956030338,LTR/ERV1,LTR,ERV1,24,40.5,No,H3K4me3,1.82963348406604,1,0.0218967325781442
HERVE_a-int,-2.25211743295085,2.6287956030338,LTR/ERV1,LTR,ERV1,24,40.5,No,H3K9me3,19.6608281365438,2.17091744582589e-113,3.92761202158234
