"","TEsubFam","X1","X2"
"LTR1B","LTR1B",-2.52622876676691,4.7322435525121
"LTR1B0","LTR1B0",-2.44375443713132,4.56441742913286
"LTR1B1","LTR1B1",-2.41865070016226,4.45936004124037
"LTR1C","LTR1C",-2.4898983852572,4.54587858197544
"LTR1C1","LTR1C1",-2.52639049939857,4.69115798644555
"LTR1C3","LTR1C3",-2.44066333654426,4.10417583526398
"LTR1D","LTR1D",-2.60776258764332,4.82663918581573
"LTR1D1","LTR1D1",-2.59252231011835,4.86214628083918
"LTR1E","LTR1E",-2.47718978123967,4.80988044153876
"LTR1F","LTR1F",-2.49265562744062,4.79534053260502
"LTR1F1","LTR1F1",-2.49013324737626,4.7869472656173
"LTR1F2","LTR1F2",-2.52546252296692,4.78703635408353
"LTR2","LTR2",-3.28548582607587,4.97879612524009
"LTR21A","LTR21A",-2.148179981423,2.92954800496032
"LTR21B","LTR21B",-1.88510538132414,1.9783598134891
"LTR22A","LTR22A",-2.19759527385487,2.91149580436706
"LTR22B","LTR22B",-4.16198108639518,4.13565959713146
"LTR22B1","LTR22B1",-4.14934914943871,4.11908323173902
"LTR22B2","LTR22B2",-1.15629132287495,3.02020980540851
"LTR22C","LTR22C",-4.21478267490571,4.17781310874097
"LTR22C0","LTR22C0",-4.22856226059317,4.18701996192167
"LTR22C2","LTR22C2",-4.14394579422761,4.11563930563376
"LTR22E","LTR22E",-4.20971483909553,4.16515674253695
"LTR23","LTR23",0.0475277149674361,1.5184528769509
"LTR23-int","LTR23-int",0.282227186979788,1.1141126410027
"LTR24","LTR24",-0.898044405998615,2.69492707068883
"LTR24B","LTR24B",-0.789230771809762,2.83656851843951
"LTR24C","LTR24C",-0.102692868016,1.77028721794476
"LTR25","LTR25",-3.18049920235159,4.74148474728247
"LTR25-int","LTR25-int",-3.17151317667604,4.76819627998548
"LTR26","LTR26",-1.46538980344217,1.30042138914946
"LTR26B","LTR26B",-0.782361566014766,2.10061924548204
"LTR26C","LTR26C",-1.21760594334132,1.3474182190779
"LTR26D","LTR26D",0.139683297649436,1.50414636804726
"LTR26E","LTR26E",-1.59998360714435,1.43995141519618
"LTR27","LTR27",-3.37165591684828,5.09850999269741
"LTR2752","LTR2752",-3.40655897477809,5.16654026223839
"LTR27B","LTR27B",-3.1741736856564,4.82769265867465
"LTR27C","LTR27C",-3.4076060774181,5.14294879235898
"LTR27D","LTR27D",-3.21361013375708,4.8458285667357
"LTR27E","LTR27E",-3.41850682282508,5.16442553901234
"LTR28","LTR28",-3.20323973632113,4.95609116506042
"LTR28B","LTR28B",-2.6333164037508,4.83333824143899
"LTR28C","LTR28C",-3.39056785466045,5.14046127880494
"LTR29","LTR29",0.391054136530751,0.119752055964092
"LTR2B","LTR2B",0.158824820298595,1.56264639528347
"LTR2C","LTR2C",-2.13867396229616,3.03551129119452
"LTR3","LTR3",4.46955742196079,-1.03343091062664
"LTR30","LTR30",-2.51373477833751,3.05520338874667
"LTR31","LTR31",-1.13751339780101,1.35316379284123
"LTR32","LTR32",2.3844704417532,-0.863320383345482
"LTR33","LTR33",1.54754554782381,-2.95879163946111
"LTR33A","LTR33A",1.046262173301,-1.99035691507009
"LTR33A_","LTR33A_",1.07484427653245,-1.97279688681821
"LTR33B","LTR33B",0.854981898415354,-2.38197671278007
"LTR33C","LTR33C",1.11827996233475,-0.879182207806427
"LTR34","LTR34",0.137901466028414,1.44678918830852
"LTR35","LTR35",-1.61815177637848,2.51419951126373
"LTR35A","LTR35A",-1.442164408022,2.45700163514797
"LTR35B","LTR35B",-0.699312085967808,2.60014696871568
"LTR36","LTR36",0.0632846015469538,1.60774975553389
"LTR37-int","LTR37-int",1.40177049618358,-3.13775068150202
"LTR37A","LTR37A",0.404474665840763,-2.67413153896204
"LTR37B","LTR37B",0.338607458375993,-2.62699984708655
"LTR38","LTR38",-2.05275130669604,0.163919486638342
"LTR38-int","LTR38-int",-2.10808556873167,0.182452346284497
"LTR38A1","LTR38A1",-1.11238973045736,1.78806897495755
"LTR38B","LTR38B",-0.713756792429587,1.60578658751309
"LTR38C","LTR38C",-1.07016879500375,1.96088558762971
"LTR39","LTR39",0.822267422527524,-1.08330352765717
"LTR39-int","LTR39-int",-0.615617172988828,1.6238898208595
"LTR3A","LTR3A",-2.65666677391147,2.60164307953481
"LTR3B","LTR3B",-2.2765000205449,2.19205107762523
"LTR3B_","LTR3B_",-2.22710610083641,2.20541955569586
"LTR4","LTR4",-0.544704704645399,0.65593832204969
"LTR40A1","LTR40A1",1.16778049988514,-1.34130542872836
"LTR40a","LTR40a",1.88644132123729,-3.2247704530366
"LTR40b","LTR40b",2.39211683004465,-0.72056606433417
"LTR40c","LTR40c",1.88000131693466,0.312700433614856
"LTR41","LTR41",-0.455219938764423,0.626683212422822
"LTR41B","LTR41B",-0.398183979093676,0.627057871968181
"LTR41C","LTR41C",-0.155084264585929,0.482098253150264
"LTR42","LTR42",-1.49761532141506,1.98380597919655
"LTR43","LTR43",-0.223950944560946,1.34622257559276
"LTR43B","LTR43B",-0.0224162058006024,1.41659959119296
"LTR44","LTR44",-0.535023023415815,1.60702364176694
"LTR45","LTR45",-0.601217926864726,1.35916485196885
"LTR45B","LTR45B",0.109297851178,1.23577019921996
"LTR45C","LTR45C",-0.707114924265884,1.331053218095
"LTR46","LTR46",-0.540084172905287,2.48712333368584
"LTR47A","LTR47A",1.97364540193144,0.298014850121507
"LTR47A2","LTR47A2",-1.6631473554509,2.08918886901079
"LTR47B","LTR47B",-1.85339425544357,2.02418960294735
"LTR47B2","LTR47B2",-1.38044012930969,1.83445422669317
"LTR47B3","LTR47B3",-0.911545703512593,1.64419146205302
"LTR47B4","LTR47B4",-1.67757161189662,2.87750601093958
"LTR48","LTR48",0.505010504858099,-1.5508227087253
"LTR48B","LTR48B",1.99460814304375,-0.878016677616873
"LTR49","LTR49",0.183909526099394,-0.619971964899954
"LTR49-int","LTR49-int",-2.16244870867418,2.57121257830552
"LTR5","LTR5",-2.78647475463528,2.08415956380589
"LTR50","LTR50",3.3493382561173,-1.79255530822048
"LTR51","LTR51",0.431543753523576,0.614232453500219
"LTR52","LTR52",1.61096697252913,-1.5186951491182
"LTR53","LTR53",-1.30625653105199,1.21688868412985
"LTR53-int","LTR53-int",-2.99781776488507,2.8578966959071
"LTR53B","LTR53B",-1.48511929813016,1.49481207737776
"LTR54","LTR54",0.551398119530358,-0.375372571676563
"LTR54B","LTR54B",0.528269584337154,-0.52334179070882
"LTR55","LTR55",1.2439518112692,0.239090595794011
"LTR56","LTR56",0.517927105662328,1.70294970553867
"LTR57","LTR57",-2.04948519014772,0.345946980468232
"LTR57-int","LTR57-int",-2.08421530828781,0.329319837781794
"LTR58","LTR58",-1.43387837262032,2.04692584419922
"LTR59","LTR59",-0.544767899643847,2.11845703098278
"LTR5B","LTR5B",-2.80416347154883,2.24142491308383
"LTR5_Hs","LTR5_Hs",-2.24694883345609,2.55820328074254
"LTR60","LTR60",-1.51122564041198,1.65369440119214
"LTR60B","LTR60B",-0.941881683163748,1.39207020852762
"LTR61","LTR61",-2.46922267540162,2.80200978520188
"LTR62","LTR62",0.0326254374113726,1.7412906241797
"LTR64","LTR64",0.436410653510831,0.844339307756485
"LTR65","LTR65",-1.47759997555561,3.12143797348106
"LTR66","LTR66",0.328262883841382,0.799505347204982
"LTR67B","LTR67B",2.44086658653413,-3.33706603449323
"LTR68","LTR68",1.42237285943804,-1.29344606084168
"LTR69","LTR69",-0.532647941705438,1.23172348290108
"LTR6A","LTR6A",-2.71019700363387,2.41534876634617
"LTR7","LTR7",-2.83464600916992,3.90666468532812
"LTR71A","LTR71A",-1.57760702710111,2.19653535807831
"LTR71B","LTR71B",-2.20492897935614,2.82266392479753
"LTR72","LTR72",-1.18272032481598,2.05792872871185
"LTR72B","LTR72B",-0.972268355077406,1.86692006938833
"LTR73","LTR73",-0.399587062846824,1.42718898212705
"LTR75","LTR75",-0.936296745227223,2.66673352836149
"LTR75B","LTR75B",-0.537656493256964,2.61354591987691
"LTR75_1","LTR75_1",-0.938154562391177,2.73743900560731
"LTR76","LTR76",-2.67464278025471,3.56252164196315
"LTR77","LTR77",-3.21096367084818,4.7303567883737
"LTR78","LTR78",1.24747958370672,-3.59459311583816
"LTR78B","LTR78B",1.39204354620809,-3.45725639456397
"LTR79","LTR79",2.70562354558664,-3.18135101320119
"LTR7B","LTR7B",-2.403138991138,2.82032831871307
"LTR7C","LTR7C",-2.2719604069384,3.01434045155283
"LTR7Y","LTR7Y",-2.36099387883065,2.86347817709615
"LTR8","LTR8",-1.41323892530797,1.32437267140448
"LTR80A","LTR80A",1.52645080782712,-1.45326049327826
"LTR80B","LTR80B",1.52151723370694,-1.93393413763827
"LTR81","LTR81",0.55696098692762,-1.73962949294237
"LTR81A","LTR81A",0.75841431181895,-1.14905688284851
"LTR81AB","LTR81AB",0.566634766974829,0.342694910388532
"LTR81B","LTR81B",0.354515585465427,-2.61078432980726
"LTR81C","LTR81C",0.643035106247088,-2.14262656905819
"LTR82A","LTR82A",2.17193998699791,-2.45549478095533
"LTR82B","LTR82B",0.585007650686038,-2.08316412201202
"LTR83","LTR83",2.87953812817831,-0.244917418718106
"LTR84a","LTR84a",2.24008226812584,-0.851174401989098
"LTR84b","LTR84b",2.41094663026676,-1.1079484327041
"LTR85a","LTR85a",0.332166074895105,-2.88773703360104
"LTR85b","LTR85b",0.842963640579167,-2.15677599873691
"LTR85c","LTR85c",0.85427308317302,-1.84485478828263
"LTR86A1","LTR86A1",2.41300719665574,-0.198146232929366
"LTR86A2","LTR86A2",1.76748542241798,0.768582799134726
"LTR86B1","LTR86B1",-1.61165732079529,1.3360932477533
"LTR86B2","LTR86B2",1.57587508035344,0.482075887074193
"LTR86C","LTR86C",1.68743061868623,0.950450850195156
"LTR87","LTR87",-2.91100845270014,1.46665710309619
"LTR88a","LTR88a",0.693195403019086,-1.08781791376371
"LTR88b","LTR88b",0.300511294900706,-2.79699656946906
"LTR88c","LTR88c",0.43570580515201,-2.34530377076579
"LTR89","LTR89",2.02631626213175,-1.31212502049939
"LTR89B","LTR89B",1.93055417901391,-0.91346656507569
"LTR8A","LTR8A",-1.42218137941617,1.28344692659174
"LTR8B","LTR8B",-1.45295032018737,1.28450535495997
"LTR9","LTR9",0.509261080860081,-1.55923619676928
"LTR90A","LTR90A",0.59258807094619,1.55156939917799
"LTR90B","LTR90B",1.31140293062763,0.963272038715894
"LTR91","LTR91",0.352892124027216,-3.0576838702552
"LTR91A","LTR91A",0.381955005955624,-3.10061430269262
"LTR9A1","LTR9A1",-2.22961964533152,2.81489757813741
"LTR9B","LTR9B",-0.380621788213708,1.57865714290358
"LTR9C","LTR9C",-1.42880337548933,1.70785418164057
"LTR9D","LTR9D",0.182968675853312,0.521415780596718
"Looper","Looper",2.07019082912548,0.0842905537745411
"MADE1","MADE1",0.956814237736915,-4.92542815657956
"MADE2","MADE2",3.98926982665332,-1.58950295575986
"MARE10","MARE10",-1.09139958842266,3.0647575667183
"MARE4","MARE4",1.21658885263822,2.50849030435801
"MARE6","MARE6",0.474213128244171,2.00101993854967
"MARE8","MARE8",-0.0975163805382012,3.44085558839084
"MARNA","MARNA",4.01220723914004,-2.88306352780772
"MER101","MER101",1.13356300100217,-1.68967090483187
"MER101-int","MER101-int",1.26628726282185,-2.46851606840211
"MER101B","MER101B",0.185877241001403,0.759412929733876
"MER102a","MER102a",4.02767876441659,-1.61671943117049
"MER102b","MER102b",4.16205274820518,-1.56138815221483
"MER102c","MER102c",3.86406452414316,-1.69775418560731
"MER103C","MER103C",3.26372467162969,-3.89465218215542
"MER104","MER104",3.197285800227,-2.63051116576482
"MER105","MER105",-2.95118200142094,1.4517055232638
"MER106A","MER106A",1.86704477715433,1.49433157432231
"MER106B","MER106B",2.06647473500569,0.0322964439912985
"MER107","MER107",-1.39883600486938,2.97246295931586
"MER110","MER110",0.543244015157556,-1.44535556993539
"MER110-int","MER110-int",0.74956988778258,-1.37849182674536
"MER110A","MER110A",0.394614127072029,-1.13058578325621
"MER112","MER112",4.46288001770562,-1.81978907652096
"MER113","MER113",4.46569638225373,-1.44121279597014
"MER113A","MER113A",4.45636994913748,-1.39124274101172
"MER115","MER115",1.48205277109166,-0.901201506478149
"MER117","MER117",3.19290778971317,-3.44718394611297
"MER119","MER119",3.29398254434044,-1.65460993627006
"MER11A","MER11A",-2.95123645694623,3.17972488535522
"MER11B","MER11B",-2.93238061752026,3.12920896244888
"MER11C","MER11C",-2.85156296219023,2.94856194951895
"MER11D","MER11D",-2.24602381654596,3.33059870181399
"MER121","MER121",0.372805244755223,-1.18575058137467
"MER121B","MER121B",-0.887863573631985,3.27794389562818
"MER123","MER123",-1.02155062968338,3.2248906908183
"MER124","MER124",2.26505646130855,-0.551268593449272
"MER125","MER125",0.373967431860886,1.19163092179572
"MER126","MER126",0.985120292618513,2.78827886696804
"MER127","MER127",0.57325291153247,1.74739087879902
"MER129","MER129",-0.379445691591149,3.46006341910252
"MER130","MER130",-0.567203859488004,3.58027987601365
"MER131","MER131",1.212915452309,0.863512167628874
"MER132","MER132",-1.14900062937677,3.16738305241644
"MER133A","MER133A",-0.678249692284297,3.6349776508268
"MER133B","MER133B",-0.768332569759493,3.40634748683452
"MER134","MER134",-1.6990735551684,3.12764806486524
"MER135","MER135",2.98496795554376,-0.574018602939318
"MER136","MER136",-1.04947104143634,3.6772965174925
"MER1A","MER1A",2.2112438590339,-3.12949902092974
"MER1B","MER1B",2.71493635046337,-3.32490580215321
"MER2","MER2",2.92544272040022,-3.02376518628182
"MER20","MER20",3.3604039599833,-2.94874949994062
"MER20B","MER20B",3.38254584493129,-2.91895066198194
"MER21-int","MER21-int",-2.09169701016394,1.01245424572614
"MER21A","MER21A",2.96691307945835,-2.1741487865253
"MER21B","MER21B",2.72863544045453,-1.91249441195396
"MER21C","MER21C",2.6158664950404,-3.26871882233003
"MER2B","MER2B",2.7390891870021,-2.21595333015314
"MER3","MER3",0.664224107988132,-0.139710254002246
"MER30","MER30",2.88575919935847,-1.11840061539927
"MER30B","MER30B",-1.29003041983798,1.62325119892942
"MER31-int","MER31-int",-2.31271370875443,3.32511055521898
"MER31A","MER31A",0.430052355522613,0.277013937893777
"MER31B","MER31B",2.28737750194628,-0.928231205177051
"MER33","MER33",3.9526053893112,-2.86695771902797
"MER34","MER34",0.620662553321417,-0.0782383478804816
"MER34-int","MER34-int",-2.4255060643842,2.91979979321766
"MER34A","MER34A",0.590740122268112,-0.136165643660008
"MER34A1","MER34A1",0.582153267545815,0.439579835942191
"MER34B","MER34B",1.08018445503095,-0.342872912761187
"MER34B-int","MER34B-int",1.14561453618175,-1.22761885002261
"MER34C","MER34C",0.384400571580131,0.971912192995223
"MER34C2","MER34C2",-0.317113554577223,2.29526721946266
"MER34C_","MER34C_",0.472626377310647,0.112966784976104
"MER34D","MER34D",-1.20035579649002,2.95838040644484
"MER39","MER39",1.69223766667674,-2.55895702683558
"MER39B","MER39B",1.12691009662358,-1.6961428381796
"MER4-int","MER4-int",-2.2150555100191,-0.159372977305528
"MER41-int","MER41-int",-2.16320402069074,-0.0894134067295775
"MER41A","MER41A",0.198190986883879,-1.26062294913205
"MER41B","MER41B",0.15229779030767,-1.37936391141199
"MER41C","MER41C",0.0527758142244381,-0.729354270158304
"MER41D","MER41D",-0.383757564609739,1.60125592266171
"MER41E","MER41E",0.188437958268993,1.52852615496542
"MER41G","MER41G",-2.7308227462776,3.04430732833239
"MER44A","MER44A",2.99189389775921,-0.743389550670438
"MER44B","MER44B",2.90269198239392,-1.17205243067107
"MER44C","MER44C",2.75751087266063,-0.822341086083779
"MER44D","MER44D",2.50375857355135,-0.589225264679714
"MER45A","MER45A",0.900766604927266,-0.107951785675019
"MER45B","MER45B",0.671425861501806,-2.07747032570546
"MER45C","MER45C",1.17290065290183,-0.932079016127289
"MER45R","MER45R",0.682291529024037,-0.609994217271244
"MER46C","MER46C",4.41639056226859,-1.60852694823839
"MER47A","MER47A",2.63898833955129,-2.5535269691045
"MER47B","MER47B",2.44677455001389,-0.435986753916138
"MER47C","MER47C",-0.355485928792875,1.84559507436792
"MER48","MER48",-1.54321164581666,2.66389206120158
"MER49","MER49",0.32250648234624,-1.26414316452664
"MER4A","MER4A",0.809634137701741,-1.27509044075833
"MER4A1","MER4A1",0.802324055653212,-1.25431123633292
"MER4A1_","MER4A1_",0.75405235599538,-1.32647903850128
"MER4B","MER4B",-1.95683032073939,-0.182856264720447
"MER4B-int","MER4B-int",-2.09986198932263,0.0140973330353913
"MER4C","MER4C",0.845746035809752,0.543620845767262
"MER4CL34","MER4CL34",1.7665836963307,-0.803372739982197
"MER4D","MER4D",0.458527843870165,-1.43562513134822
"MER4D0","MER4D0",1.43336528810634,0.0909875066467571
"MER4D1","MER4D1",0.351696645256196,-1.86740218198382
"MER4E","MER4E",0.621243133733064,-1.40916948770267
"MER4E1","MER4E1",0.590711692144061,-1.31243749621187
"MER50","MER50",-1.72933369707627,0.049698365804494
"MER50-int","MER50-int",-1.94257813421586,0.173323264656256
"MER50B","MER50B",0.785058349894843,-1.10095297298252
"MER50C","MER50C",-2.508866497471,3.26993848791445
"MER51-int","MER51-int",-2.18204405960064,0.0952112867919688
"MER51A","MER51A",-3.02630701992662,4.59303528291689
"MER51B","MER51B",0.511142237943483,0.716508461105982
"MER51C","MER51C",-1.39484103034183,1.33586975672148
"MER51D","MER51D",-0.0651030308272569,2.11169226637602
"MER51E","MER51E",-1.73439752449309,2.35833342997208
"MER52-int","MER52-int",-3.37678137806071,5.098405276386
"MER52A","MER52A",-3.39947500519239,5.15167295873605
"MER52C","MER52C",-3.03788499619895,4.96421696672133
"MER52D","MER52D",-3.32126957296623,5.17150825174092
"MER53","MER53",0.318150553433624,-3.01150170593546
"MER54A","MER54A",0.794773913079744,0.258242143923225
"MER54B","MER54B",0.0534268719566822,1.05715543273017
"MER57-int","MER57-int",-2.07929359803016,0.877204680575668
"MER57A-int","MER57A-int",-2.09432228849575,1.00829456035452
"MER57A1","MER57A1",0.469163646262442,-1.57880664391641
"MER57B1","MER57B1",0.461233147060019,0.0485705421097453
"MER57B2","MER57B2",0.80558478666477,1.45739600566496
"MER57C1","MER57C1",-0.636848545607745,2.25740536197231
"MER57C2","MER57C2",-0.290603931595945,1.87529870433068
"MER57D","MER57D",-0.379007424869511,1.9326924871785
"MER57E1","MER57E1",-0.414570080626769,1.65900844545376
"MER57E2","MER57E2",-1.46328697350695,2.23432732221157
"MER57E3","MER57E3",-1.46642251957539,1.37321331690341
"MER57F","MER57F",0.43166074607968,0.66946413375947
"MER58A","MER58A",1.41455673127091,-5.65774846687088
"MER58B","MER58B",3.60568342835922,-2.84241526856026
"MER58C","MER58C",3.11719855041554,-2.67530430321926
"MER58D","MER58D",2.77119741057974,-0.812646932025133
"MER5A","MER5A",3.69796279364203,-3.80986864003335
"MER5A1","MER5A1",3.87583211120686,-3.41163091100752
"MER5B","MER5B",3.62961360718493,-3.90166597929429
"MER5C","MER5C",2.35081265831286,1.1416357713809
"MER5C1","MER5C1",2.27989316111166,1.25530135205141
"MER6","MER6",-2.84125684635739,1.84707887312545
"MER61-int","MER61-int",-2.69091537893607,2.03277641540202
"MER61A","MER61A",-2.91097663009849,4.39043550510399
"MER61B","MER61B",-0.470578936480207,1.62341364016576
"MER61C","MER61C",-3.02706617990603,4.54545474305881
"MER61D","MER61D",-3.14114350048948,4.70807712023618
"MER61E","MER61E",-3.14618200762685,4.67904922160462
"MER61F","MER61F",-2.95056878333586,4.43596090651355
"MER63A","MER63A",2.63359159041266,-3.47862907810855
"MER63B","MER63B",3.54933075247775,-1.84746127223307
"MER63C","MER63C",1.6551743730026,-0.936063794331437
"MER63D","MER63D",2.21293779134348,-0.791091123890359
"MER65-int","MER65-int",-2.07562644663722,1.02152361652684
"MER65A","MER65A",-1.99812714536813,0.914609516664052
"MER65B","MER65B",-0.87875746839939,1.57542471294361
"MER65C","MER65C",-2.12202787474741,1.02701783093109
"MER65D","MER65D",-0.547611521170547,1.4243812798196
"MER66-int","MER66-int",-2.14687782792862,-0.12259688781007
"MER66A","MER66A",0.255393144231818,1.20825321620205
"MER66B","MER66B",-1.18926170784118,1.81550156470012
"MER66C","MER66C",-1.60841229992964,1.97490012950995
"MER66D","MER66D",-1.91496710530262,2.23799050124179
"MER67A","MER67A",-1.33230348091079,2.25818254617712
"MER67B","MER67B",0.521675477019444,1.89721680768298
"MER67C","MER67C",0.640402341396884,-1.5816731893755
"MER67D","MER67D",0.924865894893792,-3.13194512660679
"MER68","MER68",-2.90827854767459,1.51326442085526
"MER68-int","MER68-int",-0.517500911636145,2.49393930197811
"MER68B","MER68B",-2.90191972323091,1.497269057453
"MER68C","MER68C",-1.1726163826793,1.6376758024411
"MER6A","MER6A",2.66982080252422,-1.59823402279943
"MER6B","MER6B",2.10290304636396,0.2044490653351
"MER6C","MER6C",-1.053660304437,1.4489381680691
"MER70-int","MER70-int",-1.96397813590007,2.95386504564672
"MER70A","MER70A",0.705106435690129,0.583479841008947
"MER70B","MER70B",0.353162575228128,0.617802853846792
"MER70C","MER70C",-0.505459721446545,0.884077371348313
"MER72","MER72",0.166109954563628,1.1734785455427
"MER72B","MER72B",0.18147693499948,1.48601820456037
"MER73","MER73",0.40064543813325,0.777335315677837
"MER74A","MER74A",3.17863194405552,-1.7906777830516
"MER74B","MER74B",2.27725571273042,-0.686832670765065
"MER74C","MER74C",0.276022971708225,0.90462386298793
"MER75","MER75",-1.01826458853931,1.52164571091244
"MER75A","MER75A",-2.29758695184167,2.66931869566478
"MER75B","MER75B",-1.1426036055438,1.6004501018512
"MER76","MER76",-0.278952803842971,0.752088925762249
"MER77","MER77",2.64347851915402,-1.54256543686432
"MER77B","MER77B",2.75548634119901,-1.505701553861
"MER8","MER8",-1.79457246749125,0.145491283572041
"MER81","MER81",3.79564272063471,-1.82765151484244
"MER83","MER83",-1.99417646926809,0.219669737466333
"MER83A-int","MER83A-int",-2.04237506282343,0.37075375261833
"MER83B","MER83B",-2.04969473952792,0.135620332572813
"MER83B-int","MER83B-int",-2.06698093387116,0.257446148983691
"MER83C","MER83C",-1.20313169596523,2.01917908690006
"MER84","MER84",-1.51548313046595,2.49320027243905
"MER84-int","MER84-int",-1.99572173279462,2.90987697959351
"MER85","MER85",1.85215030055347,0.94018264537187
"MER87","MER87",-0.725561529932591,1.43478201855034
"MER87B","MER87B",-0.769897455598125,1.47670625515536
"MER88","MER88",-1.85956934292091,1.77321377773534
"MER89","MER89",0.433159522151145,-1.46330465354126
"MER89-int","MER89-int",1.10934741835874,-2.63164923677389
"MER90","MER90",1.79175094769833,0.382532903218
"MER90a","MER90a",2.06770085615188,-0.0190708507024797
"MER91A","MER91A",3.74770928233943,-1.9620075801227
"MER91B","MER91B",3.4400199435535,-1.80103557915969
"MER91C","MER91C",3.49766843507806,-1.83949460448368
"MER92-int","MER92-int",0.991867059420505,-2.85781574471926
"MER92A","MER92A",0.187711389409019,1.43910536997803
"MER92B","MER92B",0.351503742946391,0.435094573822276
"MER92C","MER92C",0.219926015251296,1.45444193606282
"MER92D","MER92D",0.0718912847886657,1.68608061198222
"MER94","MER94",3.65920551819933,-1.8717073502743
"MER94B","MER94B",0.871933109685921,2.84064462604589
"MER95","MER95",-0.512398735499882,1.78663242952841
"MER96","MER96",1.22916298703823,0.927134204573475
"MER96B","MER96B",1.10856542075845,0.459126422287448
"MER97a","MER97a",0.400674614637093,-0.935854791404722
"MER97b","MER97b",0.454915340334383,0.574676691307921
"MER97c","MER97c",0.552078413160462,0.950285163151655
"MER97d","MER97d",-0.6871544902905,1.48407665219982
"MER99","MER99",1.6598833580948,-0.0783808761252294
"MER9a1","MER9a1",-2.25669743392824,3.28564645220564
"MER9a2","MER9a2",-2.23046311894185,3.35835822673343
"MER9a3","MER9a3",-2.26814658577194,3.25515128879636
"MERX","MERX",1.75649311303192,0.56504679967663
"MIR","MIR",3.70692515140647,-3.99366094544808
"MIR1_Amn","MIR1_Amn",4.09843817078193,-2.36234155498073
"MIR3","MIR3",3.70782675612008,-4.03783600474303
"MIRb","MIRb",3.73723097540798,-4.04898763475629
"MIRc","MIRc",3.70275581636553,-3.99481169992616
"MLT-int","MLT-int",0.794483396957586,0.309188166601726
"MLT1-int","MLT1-int",-0.741666670712594,1.65850653448462
"MLT1A","MLT1A",1.21597890575989,-5.77607599187691
"MLT1A0","MLT1A0",1.03980101777117,-5.91025511746713
"MLT1A0-int","MLT1A0-int",-4.0963042138917,1.84863913385597
"MLT1A1","MLT1A1",0.709711849019152,-5.36964941365467
"MLT1A1-int","MLT1A1-int",-4.00080627076723,1.94530116536401
"MLT1B","MLT1B",1.3183977326997,-5.75963740955485
"MLT1B-int","MLT1B-int",-4.03257176451844,1.92509116568949
"MLT1C","MLT1C",1.48794793957614,-5.57457631196284
"MLT1C2","MLT1C2",1.35684439051975,-5.71600869312801
"MLT1C2-int","MLT1C2-int",-3.84254377070588,2.07976204556204
"MLT1D","MLT1D",1.2553420324614,-5.78555194224799
"MLT1D-int","MLT1D-int",-4.41982910429467,2.62865411749664
"MLT1E","MLT1E",1.94976076378432,-3.39128008365553
"MLT1E-int","MLT1E-int",-4.39650147186308,2.66525137137816
"MLT1E1","MLT1E1",2.05732069782477,-3.34407074116922
"MLT1E1A","MLT1E1A",2.04010187835354,-3.44286658332553
"MLT1E2","MLT1E2",1.89393998716315,-3.41153666317302
"MLT1E2-int","MLT1E2-int",-3.88234350591456,2.11359332546053
"MLT1E3","MLT1E3",1.76691648479076,-3.34532577189286
"MLT1E3-int","MLT1E3-int",-2.81182828699215,2.99478083377084
"MLT1F","MLT1F",2.19525131111376,-3.65672141434188
"MLT1F-int","MLT1F-int",-4.48833932606472,2.66190552943336
"MLT1F1","MLT1F1",2.22324662798528,-3.67052536537756
"MLT1F1-int","MLT1F1-int",-4.49500277815073,2.68119133483275
"MLT1F2","MLT1F2",2.13992859793109,-3.65258749973537
"MLT1F2-int","MLT1F2-int",-4.46056340986451,2.67953676333153
"MLT1G","MLT1G",2.30650768655885,-3.87678464145406
"MLT1G-int","MLT1G-int",-4.26792721427351,2.71624240585192
"MLT1G1","MLT1G1",2.32526398204577,-3.937339577629
"MLT1G1-int","MLT1G1-int",-4.46074308965434,2.66540172101558
"MLT1G3","MLT1G3",2.30185588212863,-3.83395187823008
"MLT1G3-int","MLT1G3-int",-4.41454559208578,2.71408742826262
"MLT1H","MLT1H",2.41198706985799,-4.05060891579275
"MLT1H-int","MLT1H-int",-4.51000660448512,2.67724739075143
"MLT1H1","MLT1H1",2.36771946273683,-3.99608174874919
"MLT1H1-int","MLT1H1-int",-4.42700282089755,2.62375048363871
"MLT1H2","MLT1H2",2.40920260801228,-4.07918185447708
"MLT1H2-int","MLT1H2-int",-4.48170078448667,2.67432925746466
"MLT1I","MLT1I",1.37542433529212,-5.63720886085816
"MLT1I-int","MLT1I-int",-4.35693265231867,2.68917717822095
"MLT1J","MLT1J",2.31594074859277,-3.81919091610481
"MLT1J-int","MLT1J-int",2.09868845963183,-2.72159601270669
"MLT1J1","MLT1J1",1.59207740412723,-3.81889818602673
"MLT1J2","MLT1J2",1.89086365021559,-4.03128450206955
"MLT1J2-int","MLT1J2-int",-3.89318722188425,2.16179014602508
"MLT1K","MLT1K",2.68775104905329,-3.85428180480086
"MLT1K-int","MLT1K-int",-0.752770487027706,2.46291480725424
"MLT1L","MLT1L",2.54760598104293,-3.88630764365463
"MLT1L-int","MLT1L-int",-0.331908282281093,1.46382714826524
"MLT1M","MLT1M",3.49164728784773,-1.11285059380013
"MLT1M-int","MLT1M-int",-2.32349035279891,3.24600019081466
"MLT1N2","MLT1N2",2.32621335210737,-3.27314311890627
